country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Croatia1997,,"23,822,087,053",5546,G.I. Generation
Croatia1997,,"23,822,087,053",5546,Boomers
Croatia1997,,"23,822,087,053",5546,Generation X
Croatia1997,,"23,822,087,053",5546,Silent
Croatia1997,,"23,822,087,053",5546,Generation X
Croatia1997,,"23,822,087,053",5546,Boomers
Croatia1997,,"23,822,087,053",5546,Generation X
Croatia1997,,"23,822,087,053",5546,Generation X
Croatia1997,,"23,822,087,053",5546,Millenials
Croatia1997,,"23,822,087,053",5546,Millenials
Croatia1998,,"25,432,144,406",6015,G.I. Generation
Croatia1998,,"25,432,144,406",6015,Silent
Croatia1998,,"25,432,144,406",6015,Boomers
Croatia1998,,"25,432,144,406",6015,G.I. Generation
Croatia1998,,"25,432,144,406",6015,Generation X
Croatia1998,,"25,432,144,406",6015,Silent
Croatia1998,,"25,432,144,406",6015,Generation X
Croatia1998,,"25,432,144,406",6015,Boomers
Croatia1998,,"25,432,144,406",6015,Generation X
Croatia1998,,"25,432,144,406",6015,Generation X
Croatia1998,,"25,432,144,406",6015,Millenials
Croatia1998,,"25,432,144,406",6015,Millenials
Croatia1999,,"23,386,945,597",5459,G.I. Generation
Croatia1999,,"23,386,945,597",5459,Silent
Croatia1999,,"23,386,945,597",5459,Boomers
Croatia1999,,"23,386,945,597",5459,G.I. Generation
Croatia1999,,"23,386,945,597",5459,Generation X
Croatia1999,,"23,386,945,597",5459,Silent
Croatia1999,,"23,386,945,597",5459,Generation X
Croatia1999,,"23,386,945,597",5459,Boomers
Croatia1999,,"23,386,945,597",5459,Generation X
Croatia1999,,"23,386,945,597",5459,Generation X
Croatia1999,,"23,386,945,597",5459,Millenials
Croatia1999,,"23,386,945,597",5459,Millenials
Croatia2000,0.749,"21,774,273,832",5288,G.I. Generation
Croatia2000,0.749,"21,774,273,832",5288,Silent
Croatia2000,0.749,"21,774,273,832",5288,Boomers
Croatia2000,0.749,"21,774,273,832",5288,G.I. Generation
Croatia2000,0.749,"21,774,273,832",5288,Generation X
Croatia2000,0.749,"21,774,273,832",5288,Silent
Croatia2000,0.749,"21,774,273,832",5288,Generation X
Croatia2000,0.749,"21,774,273,832",5288,Boomers
Croatia2000,0.749,"21,774,273,832",5288,Generation X
Croatia2000,0.749,"21,774,273,832",5288,Generation X
Croatia2000,0.749,"21,774,273,832",5288,Millenials
Croatia2000,0.749,"21,774,273,832",5288,Millenials
Croatia2001,,"23,289,671,102",5571,Silent
Croatia2001,,"23,289,671,102",5571,Silent
Croatia2001,,"23,289,671,102",5571,Boomers
Croatia2001,,"23,289,671,102",5571,Silent
Croatia2001,,"23,289,671,102",5571,Generation X
Croatia2001,,"23,289,671,102",5571,Silent
Croatia2001,,"23,289,671,102",5571,Millenials
Croatia2001,,"23,289,671,102",5571,Boomers
Croatia2001,,"23,289,671,102",5571,Generation X
Croatia2001,,"23,289,671,102",5571,Millenials
Croatia2001,,"23,289,671,102",5571,Millenials
Croatia2001,,"23,289,671,102",5571,Millenials
Croatia2002,,"26,878,499,206",6373,Silent
Croatia2002,,"26,878,499,206",6373,Silent
Croatia2002,,"26,878,499,206",6373,Silent
Croatia2002,,"26,878,499,206",6373,Boomers
Croatia2002,,"26,878,499,206",6373,Generation X
Croatia2002,,"26,878,499,206",6373,Millenials
Croatia2002,,"26,878,499,206",6373,Silent
Croatia2002,,"26,878,499,206",6373,Boomers
Croatia2002,,"26,878,499,206",6373,Generation X
Croatia2002,,"26,878,499,206",6373,Millenials
Croatia2002,,"26,878,499,206",6373,Millenials
Croatia2002,,"26,878,499,206",6373,Millenials
Croatia2003,,"34,658,113,497",8202,Silent
Croatia2003,,"34,658,113,497",8202,Silent
Croatia2003,,"34,658,113,497",8202,Boomers
Croatia2003,,"34,658,113,497",8202,Generation X
Croatia2003,,"34,658,113,497",8202,Silent
Croatia2003,,"34,658,113,497",8202,Millenials
Croatia2003,,"34,658,113,497",8202,Silent
Croatia2003,,"34,658,113,497",8202,Boomers
Croatia2003,,"34,658,113,497",8202,Generation X
Croatia2003,,"34,658,113,497",8202,Millenials
Croatia2003,,"34,658,113,497",8202,Millenials
Croatia2003,,"34,658,113,497",8202,Millenials
Croatia2004,,"41,574,530,816",9829,Silent
Croatia2004,,"41,574,530,816",9829,Silent
Croatia2004,,"41,574,530,816",9829,Boomers
Croatia2004,,"41,574,530,816",9829,Silent
Croatia2004,,"41,574,530,816",9829,Generation X
Croatia2004,,"41,574,530,816",9829,Silent
Croatia2004,,"41,574,530,816",9829,Millenials
Croatia2004,,"41,574,530,816",9829,Boomers
Croatia2004,,"41,574,530,816",9829,Generation X
Croatia2004,,"41,574,530,816",9829,Millenials
Croatia2004,,"41,574,530,816",9829,Millenials
Croatia2004,,"41,574,530,816",9829,Millenials
Croatia2005,0.782,"45,416,358,502",10722,Silent
Croatia2005,0.782,"45,416,358,502",10722,Silent
Croatia2005,0.782,"45,416,358,502",10722,Boomers
Croatia2005,0.782,"45,416,358,502",10722,Silent
Croatia2005,0.782,"45,416,358,502",10722,Generation X
Croatia2005,0.782,"45,416,358,502",10722,Silent
Croatia2005,0.782,"45,416,358,502",10722,Millenials
Croatia2005,0.782,"45,416,358,502",10722,Boomers
Croatia2005,0.782,"45,416,358,502",10722,Generation X
Croatia2005,0.782,"45,416,358,502",10722,Millenials
Croatia2005,0.782,"45,416,358,502",10722,Millenials
Croatia2005,0.782,"45,416,358,502",10722,Millenials
Croatia2006,,"50,453,577,898",11914,Silent
Croatia2006,,"50,453,577,898",11914,Silent
Croatia2006,,"50,453,577,898",11914,Boomers
Croatia2006,,"50,453,577,898",11914,Silent
Croatia2006,,"50,453,577,898",11914,Generation X
Croatia2006,,"50,453,577,898",11914,Silent
Croatia2006,,"50,453,577,898",11914,Millenials
Croatia2006,,"50,453,577,898",11914,Boomers
Croatia2006,,"50,453,577,898",11914,Millenials
Croatia2006,,"50,453,577,898",11914,Generation X
Croatia2006,,"50,453,577,898",11914,Millenials
Croatia2006,,"50,453,577,898",11914,Millenials
Croatia2007,,"60,093,222,709",14204,Silent
Croatia2007,,"60,093,222,709",14204,Silent
Croatia2007,,"60,093,222,709",14204,Boomers
Croatia2007,,"60,093,222,709",14204,Silent
Croatia2007,,"60,093,222,709",14204,Generation X
Croatia2007,,"60,093,222,709",14204,Silent
Croatia2007,,"60,093,222,709",14204,Millenials
Croatia2007,,"60,093,222,709",14204,Boomers
Croatia2007,,"60,093,222,709",14204,Millenials
Croatia2007,,"60,093,222,709",14204,Generation X
Croatia2007,,"60,093,222,709",14204,Generation Z
Croatia2007,,"60,093,222,709",14204,Generation Z
Croatia2008,,"70,481,451,449",16680,Silent
Croatia2008,,"70,481,451,449",16680,Silent
Croatia2008,,"70,481,451,449",16680,Boomers
Croatia2008,,"70,481,451,449",16680,Silent
Croatia2008,,"70,481,451,449",16680,Generation X
Croatia2008,,"70,481,451,449",16680,Millenials
Croatia2008,,"70,481,451,449",16680,Silent
Croatia2008,,"70,481,451,449",16680,Boomers
Croatia2008,,"70,481,451,449",16680,Generation X
Croatia2008,,"70,481,451,449",16680,Millenials
Croatia2008,,"70,481,451,449",16680,Generation Z
Croatia2008,,"70,481,451,449",16680,Generation Z
Croatia2009,,"62,703,143,057",14872,Silent
Croatia2009,,"62,703,143,057",14872,Silent
Croatia2009,,"62,703,143,057",14872,Boomers
Croatia2009,,"62,703,143,057",14872,Silent
Croatia2009,,"62,703,143,057",14872,Millenials
Croatia2009,,"62,703,143,057",14872,Generation X
Croatia2009,,"62,703,143,057",14872,Silent
Croatia2009,,"62,703,143,057",14872,Boomers
Croatia2009,,"62,703,143,057",14872,Generation X
Croatia2009,,"62,703,143,057",14872,Millenials
Croatia2009,,"62,703,143,057",14872,Generation Z
Croatia2009,,"62,703,143,057",14872,Generation Z
Croatia2010,0.807,"59,829,574,391",14232,Silent
Croatia2010,0.807,"59,829,574,391",14232,Silent
Croatia2010,0.807,"59,829,574,391",14232,Generation X
Croatia2010,0.807,"59,829,574,391",14232,Silent
Croatia2010,0.807,"59,829,574,391",14232,Millenials
Croatia2010,0.807,"59,829,574,391",14232,Generation X
Croatia2010,0.807,"59,829,574,391",14232,Silent
Croatia2010,0.807,"59,829,574,391",14232,Generation X
Croatia2010,0.807,"59,829,574,391",14232,Millenials
Croatia2010,0.807,"59,829,574,391",14232,Generation X
Croatia2010,0.807,"59,829,574,391",14232,Generation Z
Croatia2010,0.807,"59,829,574,391",14232,Generation Z
Croatia2011,0.814,"62,375,044,443",14890,Silent
Croatia2011,0.814,"62,375,044,443",14890,Boomers
Croatia2011,0.814,"62,375,044,443",14890,Generation X
Croatia2011,0.814,"62,375,044,443",14890,Millenials
Croatia2011,0.814,"62,375,044,443",14890,Silent
Croatia2011,0.814,"62,375,044,443",14890,Boomers
Croatia2011,0.814,"62,375,044,443",14890,Millenials
Croatia2011,0.814,"62,375,044,443",14890,Generation X
Croatia2011,0.814,"62,375,044,443",14890,Millenials
Croatia2011,0.814,"62,375,044,443",14890,Millenials
Croatia2011,0.814,"62,375,044,443",14890,Generation Z
Croatia2011,0.814,"62,375,044,443",14890,Generation Z
Croatia2012,0.817,"56,565,475,275",13952,Silent
Croatia2012,0.817,"56,565,475,275",13952,Boomers
Croatia2012,0.817,"56,565,475,275",13952,Generation X
Croatia2012,0.817,"56,565,475,275",13952,Silent
Croatia2012,0.817,"56,565,475,275",13952,Millenials
Croatia2012,0.817,"56,565,475,275",13952,Millenials
Croatia2012,0.817,"56,565,475,275",13952,Boomers
Croatia2012,0.817,"56,565,475,275",13952,Generation X
Croatia2012,0.817,"56,565,475,275",13952,Millenials
Croatia2012,0.817,"56,565,475,275",13952,Millenials
Croatia2012,0.817,"56,565,475,275",13952,Generation Z
Croatia2012,0.817,"56,565,475,275",13952,Generation Z
Croatia2013,0.817,"58,085,856,019",14362,Silent
Croatia2013,0.817,"58,085,856,019",14362,Boomers
Croatia2013,0.817,"58,085,856,019",14362,Generation X
Croatia2013,0.817,"58,085,856,019",14362,Millenials
Croatia2013,0.817,"58,085,856,019",14362,Millenials
Croatia2013,0.817,"58,085,856,019",14362,Silent
Croatia2013,0.817,"58,085,856,019",14362,Boomers
Croatia2013,0.817,"58,085,856,019",14362,Generation X
Croatia2013,0.817,"58,085,856,019",14362,Millenials
Croatia2013,0.817,"58,085,856,019",14362,Millenials
Croatia2013,0.817,"58,085,856,019",14362,Generation Z
Croatia2013,0.817,"58,085,856,019",14362,Generation Z
Croatia2014,0.818,"57,629,518,806",14299,Silent
Croatia2014,0.818,"57,629,518,806",14299,Boomers
Croatia2014,0.818,"57,629,518,806",14299,Generation X
Croatia2014,0.818,"57,629,518,806",14299,Silent
Croatia2014,0.818,"57,629,518,806",14299,Millenials
Croatia2014,0.818,"57,629,518,806",14299,Millenials
Croatia2014,0.818,"57,629,518,806",14299,Boomers
Croatia2014,0.818,"57,629,518,806",14299,Generation X
Croatia2014,0.818,"57,629,518,806",14299,Millenials
Croatia2014,0.818,"57,629,518,806",14299,Millenials
Croatia2014,0.818,"57,629,518,806",14299,Generation Z
Croatia2014,0.818,"57,629,518,806",14299,Generation Z
Croatia2015,,"49,425,513,611",12351,Silent
Croatia2015,,"49,425,513,611",12351,Boomers
Croatia2015,,"49,425,513,611",12351,Generation X
Croatia2015,,"49,425,513,611",12351,Silent
Croatia2015,,"49,425,513,611",12351,Millenials
Croatia2015,,"49,425,513,611",12351,Millenials
Croatia2015,,"49,425,513,611",12351,Boomers
Croatia2015,,"49,425,513,611",12351,Generation X
Croatia2015,,"49,425,513,611",12351,Millenials
Croatia2015,,"49,425,513,611",12351,Millenials
Croatia2015,,"49,425,513,611",12351,Generation Z
Croatia2015,,"49,425,513,611",12351,Generation Z
Croatia2016,,"51,338,524,831",12905,Silent
Croatia2016,,"51,338,524,831",12905,Boomers
Croatia2016,,"51,338,524,831",12905,Generation X
Croatia2016,,"51,338,524,831",12905,Millenials
Croatia2016,,"51,338,524,831",12905,Silent
Croatia2016,,"51,338,524,831",12905,Boomers
Croatia2016,,"51,338,524,831",12905,Millenials
Croatia2016,,"51,338,524,831",12905,Generation X
Croatia2016,,"51,338,524,831",12905,Millenials
Croatia2016,,"51,338,524,831",12905,Millenials
Cuba1992,,"22,085,858,243",2227,G.I. Generation
Cuba1992,,"22,085,858,243",2227,Silent
Cuba1992,,"22,085,858,243",2227,G.I. Generation
Cuba1992,,"22,085,858,243",2227,Silent
Cuba1992,,"22,085,858,243",2227,Boomers
Cuba1992,,"22,085,858,243",2227,Generation X
Cuba1992,,"22,085,858,243",2227,Boomers
Cuba1992,,"22,085,858,243",2227,Boomers
Cuba1992,,"22,085,858,243",2227,Boomers
Cuba1992,,"22,085,858,243",2227,Generation X
Cuba1992,,"22,085,858,243",2227,Millenials
Cuba1992,,"22,085,858,243",2227,Millenials
Cuba1993,,"22,367,254,865",2236,G.I. Generation
Cuba1993,,"22,367,254,865",2236,Silent
Cuba1993,,"22,367,254,865",2236,G.I. Generation
Cuba1993,,"22,367,254,865",2236,Silent
Cuba1993,,"22,367,254,865",2236,Boomers
Cuba1993,,"22,367,254,865",2236,Boomers
Cuba1993,,"22,367,254,865",2236,Boomers
Cuba1993,,"22,367,254,865",2236,Generation X
Cuba1993,,"22,367,254,865",2236,Boomers
Cuba1993,,"22,367,254,865",2236,Generation X
Cuba1993,,"22,367,254,865",2236,Millenials
Cuba1993,,"22,367,254,865",2236,Millenials
Cuba1994,,"28,448,326,757",2820,G.I. Generation
Cuba1994,,"28,448,326,757",2820,Silent
Cuba1994,,"28,448,326,757",2820,Silent
Cuba1994,,"28,448,326,757",2820,Boomers
Cuba1994,,"28,448,326,757",2820,G.I. Generation
Cuba1994,,"28,448,326,757",2820,Boomers
Cuba1994,,"28,448,326,757",2820,Boomers
Cuba1994,,"28,448,326,757",2820,Generation X
Cuba1994,,"28,448,326,757",2820,Boomers
Cuba1994,,"28,448,326,757",2820,Generation X
Cuba1994,,"28,448,326,757",2820,Millenials
Cuba1994,,"28,448,326,757",2820,Millenials
Cuba1995,0.653,"30,429,803,651",2993,G.I. Generation
Cuba1995,0.653,"30,429,803,651",2993,Silent
Cuba1995,0.653,"30,429,803,651",2993,G.I. Generation
Cuba1995,0.653,"30,429,803,651",2993,Boomers
Cuba1995,0.653,"30,429,803,651",2993,Generation X
Cuba1995,0.653,"30,429,803,651",2993,Silent
Cuba1995,0.653,"30,429,803,651",2993,Boomers
Cuba1995,0.653,"30,429,803,651",2993,Generation X
Cuba1995,0.653,"30,429,803,651",2993,Generation X
Cuba1995,0.653,"30,429,803,651",2993,Generation X
Cuba1995,0.653,"30,429,803,651",2993,Millenials
Cuba1995,0.653,"30,429,803,651",2993,Millenials
Cuba1996,,"25,017,300,000",2443,G.I. Generation
Cuba1996,,"25,017,300,000",2443,Silent
Cuba1996,,"25,017,300,000",2443,Boomers
Cuba1996,,"25,017,300,000",2443,G.I. Generation
Cuba1996,,"25,017,300,000",2443,Generation X
Cuba1996,,"25,017,300,000",2443,Silent
Cuba1996,,"25,017,300,000",2443,Boomers
Cuba1996,,"25,017,300,000",2443,Generation X
Cuba1996,,"25,017,300,000",2443,Generation X
Cuba1996,,"25,017,300,000",2443,Generation X
Cuba1996,,"25,017,300,000",2443,Millenials
Cuba1996,,"25,017,300,000",2443,Millenials
Cuba1997,,"25,366,200,000",2472,G.I. Generation
Cuba1997,,"25,366,200,000",2472,Silent
Cuba1997,,"25,366,200,000",2472,Boomers
Cuba1997,,"25,366,200,000",2472,G.I. Generation
Cuba1997,,"25,366,200,000",2472,Generation X
Cuba1997,,"25,366,200,000",2472,Silent
Cuba1997,,"25,366,200,000",2472,Boomers
Cuba1997,,"25,366,200,000",2472,Generation X
Cuba1997,,"25,366,200,000",2472,Generation X
Cuba1997,,"25,366,200,000",2472,Generation X
Cuba1997,,"25,366,200,000",2472,Millenials
Cuba1997,,"25,366,200,000",2472,Millenials
Cuba1998,,"25,736,331,247",2497,G.I. Generation
Cuba1998,,"25,736,331,247",2497,Silent
Cuba1998,,"25,736,331,247",2497,Boomers
Cuba1998,,"25,736,331,247",2497,G.I. Generation
Cuba1998,,"25,736,331,247",2497,Silent
Cuba1998,,"25,736,331,247",2497,Generation X
Cuba1998,,"25,736,331,247",2497,Boomers
Cuba1998,,"25,736,331,247",2497,Generation X
Cuba1998,,"25,736,331,247",2497,Generation X
Cuba1998,,"25,736,331,247",2497,Generation X
Cuba1998,,"25,736,331,247",2497,Millenials
Cuba1998,,"25,736,331,247",2497,Millenials
Cuba1999,,"28,364,615,242",2741,G.I. Generation
Cuba1999,,"28,364,615,242",2741,Silent
Cuba1999,,"28,364,615,242",2741,Boomers
Cuba1999,,"28,364,615,242",2741,Generation X
Cuba1999,,"28,364,615,242",2741,Silent
Cuba1999,,"28,364,615,242",2741,G.I. Generation
Cuba1999,,"28,364,615,242",2741,Generation X
Cuba1999,,"28,364,615,242",2741,Boomers
Cuba1999,,"28,364,615,242",2741,Generation X
Cuba1999,,"28,364,615,242",2741,Generation X
Cuba1999,,"28,364,615,242",2741,Millenials
Cuba1999,,"28,364,615,242",2741,Millenials
Cuba2000,0.685,"30,565,400,000",2940,G.I. Generation
Cuba2000,0.685,"30,565,400,000",2940,Silent
Cuba2000,0.685,"30,565,400,000",2940,Boomers
Cuba2000,0.685,"30,565,400,000",2940,Generation X
Cuba2000,0.685,"30,565,400,000",2940,G.I. Generation
Cuba2000,0.685,"30,565,400,000",2940,Silent
Cuba2000,0.685,"30,565,400,000",2940,Generation X
Cuba2000,0.685,"30,565,400,000",2940,Boomers
Cuba2000,0.685,"30,565,400,000",2940,Generation X
Cuba2000,0.685,"30,565,400,000",2940,Generation X
Cuba2000,0.685,"30,565,400,000",2940,Millenials
Cuba2000,0.685,"30,565,400,000",2940,Millenials
Cuba2001,,"31,682,400,000",3037,Silent
Cuba2001,,"31,682,400,000",3037,Silent
Cuba2001,,"31,682,400,000",3037,Boomers
Cuba2001,,"31,682,400,000",3037,Generation X
Cuba2001,,"31,682,400,000",3037,Silent
Cuba2001,,"31,682,400,000",3037,Silent
Cuba2001,,"31,682,400,000",3037,Millenials
Cuba2001,,"31,682,400,000",3037,Boomers
Cuba2001,,"31,682,400,000",3037,Generation X
Cuba2001,,"31,682,400,000",3037,Millenials
Cuba2001,,"31,682,400,000",3037,Millenials
Cuba2001,,"31,682,400,000",3037,Millenials
Cuba2002,,"33,590,500,000",3205,Silent
Cuba2002,,"33,590,500,000",3205,Silent
Cuba2002,,"33,590,500,000",3205,Boomers
Cuba2002,,"33,590,500,000",3205,Silent
Cuba2002,,"33,590,500,000",3205,Generation X
Cuba2002,,"33,590,500,000",3205,Silent
Cuba2002,,"33,590,500,000",3205,Boomers
Cuba2002,,"33,590,500,000",3205,Millenials
Cuba2002,,"33,590,500,000",3205,Generation X
Cuba2002,,"33,590,500,000",3205,Millenials
Cuba2002,,"33,590,500,000",3205,Millenials
Cuba2002,,"33,590,500,000",3205,Millenials
Cuba2003,,"35,901,200,000",3409,Silent
Cuba2003,,"35,901,200,000",3409,Silent
Cuba2003,,"35,901,200,000",3409,Boomers
Cuba2003,,"35,901,200,000",3409,Generation X
Cuba2003,,"35,901,200,000",3409,Silent
Cuba2003,,"35,901,200,000",3409,Silent
Cuba2003,,"35,901,200,000",3409,Boomers
Cuba2003,,"35,901,200,000",3409,Millenials
Cuba2003,,"35,901,200,000",3409,Generation X
Cuba2003,,"35,901,200,000",3409,Millenials
Cuba2003,,"35,901,200,000",3409,Millenials
Cuba2003,,"35,901,200,000",3409,Millenials
Cuba2004,,"38,203,000,000",3611,Silent
Cuba2004,,"38,203,000,000",3611,Silent
Cuba2004,,"38,203,000,000",3611,Boomers
Cuba2004,,"38,203,000,000",3611,Generation X
Cuba2004,,"38,203,000,000",3611,Silent
Cuba2004,,"38,203,000,000",3611,Silent
Cuba2004,,"38,203,000,000",3611,Boomers
Cuba2004,,"38,203,000,000",3611,Millenials
Cuba2004,,"38,203,000,000",3611,Generation X
Cuba2004,,"38,203,000,000",3611,Millenials
Cuba2004,,"38,203,000,000",3611,Millenials
Cuba2004,,"38,203,000,000",3611,Millenials
Cuba2005,0.73,"42,643,836,075",4017,Silent
Cuba2005,0.73,"42,643,836,075",4017,Silent
Cuba2005,0.73,"42,643,836,075",4017,Boomers
Cuba2005,0.73,"42,643,836,075",4017,Silent
Cuba2005,0.73,"42,643,836,075",4017,Generation X
Cuba2005,0.73,"42,643,836,075",4017,Silent
Cuba2005,0.73,"42,643,836,075",4017,Millenials
Cuba2005,0.73,"42,643,836,075",4017,Boomers
Cuba2005,0.73,"42,643,836,075",4017,Millenials
Cuba2005,0.73,"42,643,836,075",4017,Generation X
Cuba2005,0.73,"42,643,836,075",4017,Millenials
Cuba2005,0.73,"42,643,836,075",4017,Millenials
Cuba2006,,"52,742,800,000",4951,Silent
Cuba2006,,"52,742,800,000",4951,Silent
Cuba2006,,"52,742,800,000",4951,Boomers
Cuba2006,,"52,742,800,000",4951,Generation X
Cuba2006,,"52,742,800,000",4951,Silent
Cuba2006,,"52,742,800,000",4951,Silent
Cuba2006,,"52,742,800,000",4951,Millenials
Cuba2006,,"52,742,800,000",4951,Boomers
Cuba2006,,"52,742,800,000",4951,Generation X
Cuba2006,,"52,742,800,000",4951,Millenials
Cuba2006,,"52,742,800,000",4951,Millenials
Cuba2006,,"52,742,800,000",4951,Millenials
Cuba2007,,"58,603,900,000",5488,Silent
Cuba2007,,"58,603,900,000",5488,Silent
Cuba2007,,"58,603,900,000",5488,Boomers
Cuba2007,,"58,603,900,000",5488,Silent
Cuba2007,,"58,603,900,000",5488,Generation X
Cuba2007,,"58,603,900,000",5488,Silent
Cuba2007,,"58,603,900,000",5488,Millenials
Cuba2007,,"58,603,900,000",5488,Boomers
Cuba2007,,"58,603,900,000",5488,Generation X
Cuba2007,,"58,603,900,000",5488,Millenials
Cuba2007,,"58,603,900,000",5488,Generation Z
Cuba2007,,"58,603,900,000",5488,Generation Z
Cuba2008,,"60,806,300,000",5686,Silent
Cuba2008,,"60,806,300,000",5686,Silent
Cuba2008,,"60,806,300,000",5686,Boomers
Cuba2008,,"60,806,300,000",5686,Silent
Cuba2008,,"60,806,300,000",5686,Generation X
Cuba2008,,"60,806,300,000",5686,Silent
Cuba2008,,"60,806,300,000",5686,Millenials
Cuba2008,,"60,806,300,000",5686,Boomers
Cuba2008,,"60,806,300,000",5686,Millenials
Cuba2008,,"60,806,300,000",5686,Generation X
Cuba2008,,"60,806,300,000",5686,Generation Z
Cuba2008,,"60,806,300,000",5686,Generation Z
Cuba2009,,"62,080,000,000",5797,Silent
Cuba2009,,"62,080,000,000",5797,Silent
Cuba2009,,"62,080,000,000",5797,Boomers
Cuba2009,,"62,080,000,000",5797,Generation X
Cuba2009,,"62,080,000,000",5797,Silent
Cuba2009,,"62,080,000,000",5797,Silent
Cuba2009,,"62,080,000,000",5797,Millenials
Cuba2009,,"62,080,000,000",5797,Boomers
Cuba2009,,"62,080,000,000",5797,Generation X
Cuba2009,,"62,080,000,000",5797,Millenials
Cuba2009,,"62,080,000,000",5797,Generation Z
Cuba2009,,"62,080,000,000",5797,Generation Z
Cuba2010,0.778,"64,328,000,000",5997,Silent
Cuba2010,0.778,"64,328,000,000",5997,Silent
Cuba2010,0.778,"64,328,000,000",5997,Generation X
Cuba2010,0.778,"64,328,000,000",5997,Generation X
Cuba2010,0.778,"64,328,000,000",5997,Silent
Cuba2010,0.778,"64,328,000,000",5997,Silent
Cuba2010,0.778,"64,328,000,000",5997,Millenials
Cuba2010,0.778,"64,328,000,000",5997,Generation X
Cuba2010,0.778,"64,328,000,000",5997,Generation X
Cuba2010,0.778,"64,328,000,000",5997,Millenials
Cuba2010,0.778,"64,328,000,000",5997,Generation Z
Cuba2010,0.778,"64,328,000,000",5997,Generation Z
Cuba2011,0.776,"68,990,000,000",6419,Silent
Cuba2011,0.776,"68,990,000,000",6419,Boomers
Cuba2011,0.776,"68,990,000,000",6419,Generation X
Cuba2011,0.776,"68,990,000,000",6419,Millenials
Cuba2011,0.776,"68,990,000,000",6419,Silent
Cuba2011,0.776,"68,990,000,000",6419,Boomers
Cuba2011,0.776,"68,990,000,000",6419,Millenials
Cuba2011,0.776,"68,990,000,000",6419,Generation X
Cuba2011,0.776,"68,990,000,000",6419,Millenials
Cuba2011,0.776,"68,990,000,000",6419,Millenials
Cuba2011,0.776,"68,990,000,000",6419,Generation Z
Cuba2011,0.776,"68,990,000,000",6419,Generation Z
Cuba2012,0.772,"73,141,000,000",6791,Silent
Cuba2012,0.772,"73,141,000,000",6791,Boomers
Cuba2012,0.772,"73,141,000,000",6791,Generation X
Cuba2012,0.772,"73,141,000,000",6791,Millenials
Cuba2012,0.772,"73,141,000,000",6791,Silent
Cuba2012,0.772,"73,141,000,000",6791,Boomers
Cuba2012,0.772,"73,141,000,000",6791,Millenials
Cuba2012,0.772,"73,141,000,000",6791,Generation X
Cuba2012,0.772,"73,141,000,000",6791,Millenials
Cuba2012,0.772,"73,141,000,000",6791,Millenials
Cuba2012,0.772,"73,141,000,000",6791,Generation Z
Cuba2012,0.772,"73,141,000,000",6791,Generation Z
Cuba2013,0.768,"77,148,000,000",7148,Silent
Cuba2013,0.768,"77,148,000,000",7148,Boomers
Cuba2013,0.768,"77,148,000,000",7148,Generation X
Cuba2013,0.768,"77,148,000,000",7148,Silent
Cuba2013,0.768,"77,148,000,000",7148,Millenials
Cuba2013,0.768,"77,148,000,000",7148,Boomers
Cuba2013,0.768,"77,148,000,000",7148,Millenials
Cuba2013,0.768,"77,148,000,000",7148,Generation X
Cuba2013,0.768,"77,148,000,000",7148,Millenials
Cuba2013,0.768,"77,148,000,000",7148,Millenials
Cuba2013,0.768,"77,148,000,000",7148,Generation Z
Cuba2013,0.768,"77,148,000,000",7148,Generation Z
Cuba2014,0.769,"80,656,100,000",7459,Silent
Cuba2014,0.769,"80,656,100,000",7459,Boomers
Cuba2014,0.769,"80,656,100,000",7459,Generation X
Cuba2014,0.769,"80,656,100,000",7459,Silent
Cuba2014,0.769,"80,656,100,000",7459,Millenials
Cuba2014,0.769,"80,656,100,000",7459,Boomers
Cuba2014,0.769,"80,656,100,000",7459,Millenials
Cuba2014,0.769,"80,656,100,000",7459,Generation X
Cuba2014,0.769,"80,656,100,000",7459,Millenials
Cuba2014,0.769,"80,656,100,000",7459,Millenials
Cuba2014,0.769,"80,656,100,000",7459,Generation Z
Cuba2014,0.769,"80,656,100,000",7459,Generation Z
Cuba2015,,"87,132,800,000",8044,Silent
Cuba2015,,"87,132,800,000",8044,Boomers
Cuba2015,,"87,132,800,000",8044,Generation X
Cuba2015,,"87,132,800,000",8044,Silent
Cuba2015,,"87,132,800,000",8044,Millenials
Cuba2015,,"87,132,800,000",8044,Boomers
Cuba2015,,"87,132,800,000",8044,Millenials
Cuba2015,,"87,132,800,000",8044,Generation X
Cuba2015,,"87,132,800,000",8044,Millenials
Cuba2015,,"87,132,800,000",8044,Millenials
Cuba2015,,"87,132,800,000",8044,Generation Z
Cuba2015,,"87,132,800,000",8044,Generation Z
Cyprus1999,,"10,614,455,232",12389,Silent
Cyprus1999,,"10,614,455,232",12389,Generation X
Cyprus1999,,"10,614,455,232",12389,Generation X
Cyprus1999,,"10,614,455,232",12389,Boomers
Cyprus1999,,"10,614,455,232",12389,Millenials
Cyprus1999,,"10,614,455,232",12389,Silent
Cyprus1999,,"10,614,455,232",12389,G.I. Generation
Cyprus1999,,"10,614,455,232",12389,Generation X
Cyprus1999,,"10,614,455,232",12389,Generation X
Cyprus1999,,"10,614,455,232",12389,Boomers
Cyprus1999,,"10,614,455,232",12389,Millenials
Cyprus1999,,"10,614,455,232",12389,G.I. Generation
